id,sub_name,sub_code,lecture,tutorial,practical,credit_hours,contact_hours,sub_type,course_id,branch_id,wef_session,remarks,created_by,created_on,last_updated_by,last_updated_on,action
5279,Advanced Optical Communication Lab,ECC51206,0,0,3,3,3,Practical,exemtech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5280,Embedded System Design,ECC52107,3,0,0,6,3,Theory,exemtech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5281,Advanced Communication Theory,ECC52108,3,0,0,6,3,Theory,exemtech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5282,Optical Networks,ECE52124,3,0,0,6,3,Theory,exemtech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5283,Internet Technology,ECE52133,3,0,0,6,3,Theory,exemtech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5284,Computational Intelligence,ECE52134,3,0,0,6,3,Theory,exemtech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5285,VLSI Interconnect,ECE52135,3,0,0,6,3,Theory,exemtech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5286,Advanced Solid State Devices,ECE52136,3,0,0,6,3,Theory,exemtech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5287,Current Mode Analog Circuits,ECE52137,3,0,0,6,3,Theory,exemtech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5288,Fiber Optic Sensors,ECE52125,3,0,0,6,3,Theory,exemtech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5289,Numerical Techniques in Electromagnetics,ECE52126,3,0,0,6,3,Theory,exemtech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5290,Advanced Antenna Theory,ECE52127,3,0,0,6,3,Theory,exemtech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5291,Microwave Metamaterials,ECE52128,3,0,0,6,3,Theory,exemtech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5292,Microwave Photonics,ECE52129,3,0,0,6,3,Theory,exemtech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5293,Digital Image Processing,ECE52130,3,0,0,6,3,Theory,exemtech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5294,Wireless Sensor Network,ECE52131,3,0,0,6,3,Theory,exemtech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5295,Multicarrier Communication,ECE52132,3,0,0,6,3,Theory,exemtech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5296,Embedded System Design Lab,ECC52207,0,0,3,3,3,Practical,exemtech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5297,Microelectronics and VLSI,ECC53101,3,0,0,6,3,Theory,exemtech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5298,Advanced Engineering Electromagnetics,ECE53101,3,0,0,6,3,Theory,exemtech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5299,VLSI Circuits and Testing,ECE53102,3,0,0,6,3,Theory,exemtech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5300,Advanced Optoelectronic Devices,ECE53103,3,0,0,6,3,Theory,exemtech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5301,Digital Speech Processing,ECE53104,3,0,0,6,3,Theory,exemtech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5302,Cryptography & Network Security,ECE53105,3,0,0,6,3,Theory,exemtech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5303,Detection and Estimation Theory,ECE53106,3,0,0,6,3,Theory,exemtech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5304,Digital VLSI Circuit Design,ECE53107,3,0,0,6,3,Theory,exemtech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5305,Computational Electronics,ECE53108,3,0,0,6,3,Theory,exemtech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5306,Advanced Engineering Electromagnetics,ECE53101,3,0,0,6,3,Theory,exemtech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5307,VLSI Circuits and Testing,ECE53102,3,0,0,6,3,Theory,exemtech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5308,Advanced Optoelectronic Devices,ECE53103,3,0,0,6,3,Theory,exemtech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5309,Digital Speech Processing,ECE53104,3,0,0,6,3,Theory,exemtech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5310,Cryptography & Network Security,ECE53105,3,0,0,6,3,Theory,exemtech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5311,Detection and Estimation Theory,ECE53106,3,0,0,6,3,Theory,exemtech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5312,Digital VLSI Circuit Design,ECE53107,3,0,0,6,3,Theory,exemtech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5313,Computational Electronics,ECE53108,3,0,0,6,3,Theory,exemtech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5314,Microelectronics and VLSI Lab,ECC53201,0,0,3,3,3,Practical,exemtech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5315,Mobile Communication,ECC54101,3,0,0,6,3,Theory,exemtech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5316,Mobile Communication Lab,ECC54201,0,0,3,3,3,Practical,exemtech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5317,Dissertation – Part I,ECC54801,0,0,0,10,0,Non-Contact,exemtech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5318,Comprehensive Viva–Voce,ECC54501,0,0,0,4,0,Non-Contact,exemtech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5319,Industrial Training / Minor Project,ECC55901,0,0,0,4,0,Non-Contact,exemtech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5320,Seminar and Viva – Voce on Industrial Training / Minor project,ECC55401,0,0,0,2,0,Non-Contact,exemtech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5321,Dissertation – Part II,ECC55801,0,0,0,10,0,Non-Contact,exemtech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5322,Seminar and Viva – Voce on Dissertation – Part II,ECC55402,0,0,0,10,0,Non-Contact,exemtech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5323,Teaching Assignment Evaluation / Lab development Works etc.,ECC55001,0,0,0,5,0,Non-Contact,exemtech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5324,Dissertation – Part III,ECC56801,0,0,0,15,0,Non-Contact,exemtech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5325,Seminar on Dissertation – Part III,ECC56401,0,0,0,5,0,Non-Contact,exemtech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5326,Viva – Voce on Dissertation – Part III,ECC56501,0,0,0,10,0,Non-Contact,exemtech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5327,Teaching Assignment Evaluation / Lab development Works etc.,ECC56001,0,0,0,5,0,Non-Contact,exemtech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5328,Advanced Numerical Methods and Applied Statistics,AMC51101,4,0,0,8,4,Theory,exemtech,mech,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5329,Theory of Metal cutting,MCC51151,3,1,0,7,4,Theory,exemtech,mech,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5330,Theory of Elasticity,MCC51152,3,1,0,7,4,Theory,exemtech,mech,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5331,Mechanical Engineering Lab – I,MCC51251,0,0,3,3,3,Practical,exemtech,mech,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5332,Numerical Heat Transfer,MCC52151,3,1,0,7,4,Theory,exemtech,mech,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5333,Metal Forming processes,MCC52152,3,1,0,7,4,Theory,exemtech,mech,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5334,Mechanical Vibration,MCC52153,3,0,0,6,3,Theory,exemtech,mech,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5335,Mechanical Engineering Lab - II,MCC52251,0,0,3,3,3,Practical,exemtech,mech,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5336,Advanced Production System,MCC53151,3,1,0,7,4,Theory,exemtech,mech,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5337,Gas Dynamics,MCC53152,3,1,0,7,4,Theory,exemtech,mech,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5338,Finite Element Methods,MCC53153,3,1,0,7,4,Theory,exemtech,mech,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5339,Mechanical Engineering Lab - III,MCC53251,0,0,3,3,3,Practical,exemtech,mech,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5340,Computational Fluid Dynamics,MCC54151,3,1,0,7,4,Theory,exemtech,mech,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5341,Mechanical Engineering Lab - IV,MCC54251,0,1,3,4,4,Practical,exemtech,mech,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5342,Dissertation – Part I,MCC54951,0,0,0,10,0,Non-Contact,exemtech,mech,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5343,Comprehensive Viva,MCC54551,0,0,0,4,0,Non-Contact,exemtech,mech,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5344,Industrial Training/Minor Project,MCC55951,0,0,0,4,0,Non-Contact,exemtech,mech,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5345,Seminar and Viva-voce on Industrial Training/Minor Project,MCC55451,0,0,0,2,0,Non-Contact,exemtech,mech,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5346,Dissertation – Part II,MCC55952,0,0,0,10,0,Non-Contact,exemtech,mech,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5347,Seminar and Viva-voce on Dissertation – Part II,MCC55452,0,0,0,10,0,Non-Contact,exemtech,mech,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5348,Teaching Assignment / Lab Development,MCC55051,0,0,0,5,0,Non-Contact,exemtech,mech,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5349,Dissertation – Part III,MCC56951,0,0,0,15,0,Non-Contact,exemtech,mech,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5350,Seminar on Dissertation – Part III,MCC56451,0,0,0,5,0,Non-Contact,exemtech,mech,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5351,Viva-voce on Dissertation – Part III,MCC56551,0,0,0,10,0,Non-Contact,exemtech,mech,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5352,Teaching Assignment / Lab Development,MCC56051,0,0,0,5,0,Non-Contact,exemtech,mech,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5353,Advanced Numerical Methods and Applied Statistics,AMC51109,4,0,0,8,4,Theory,exemtech,peed,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5354,Project Management,MSC52104,3,0,0,6,3,Theory,exemtech,peed,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5355,Advanced Control Systems,EEC51103,3,0,0,6,3,Theory,exemtech,peed,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5356,Control and Instrumentation Lab,EEC51203,0,0,3,3,3,Practical,exemtech,peed,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5357,Generalized Theory of Electrical Machines,EEC52104,3,0,0,6,3,Theory,exemtech,peed,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5358,Instrumentation,EEC52105,3,0,0,6,3,Theory,exemtech,peed,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5359,Design of Power Converters,EEC52106,3,0,0,6,3,Theory,exemtech,peed,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5360,Electrical Machine Lab,EEC52203,0,0,3,3,3,Practical,exemtech,peed,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5361,Power System Operation and Control,EEC53101,3,0,0,6,3,Theory,exemtech,peed,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5362,Power Electronics and Drives Lab,EEC53201,0,0,3,3,3,Practical,exemtech,peed,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5363,Power Electronics and Drives,EEE53107,3,0,0,6,3,Theory,exemtech,peed,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5364,Power Electronic Converters,EEE53108,3,0,0,6,3,Theory,exemtech,peed,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5365,Selected Topics of Electrical Machines,EEE53106,3,0,0,6,3,Theory,exemtech,peed,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5366,Soft Computing Techniques,EEE53104,3,0,0,6,3,Theory,exemtech,peed,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5367,Opto Electronics,EEE53105,3,0,0,6,3,Theory,exemtech,peed,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5368,Data Communication and Management,EEE53109,3,0,0,6,3,Theory,exemtech,peed,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5369,Microprocessor and Microcontroller,EEE53110,3,0,0,6,3,Theory,exemtech,peed,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5370,Special Electric Machines,EEE53111,3,0,0,6,3,Theory,exemtech,peed,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5371,Green Energy and Technology,EEE53112,3,0,0,6,3,Theory,exemtech,peed,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5372,Advanced Machine Drives,EEE53113,3,0,0,6,3,Theory,exemtech,peed,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5373,HVDC Transmission and FACTs,EEC54101,3,0,0,6,3,Theory,exemtech,peed,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5374,Power Electronics and Drives Simulation Lab,EEC54204,0,0,3,3,3,Practical,exemtech,peed,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5375,Dissertation – Part I,EEC54801,0,0,0,10,0,Non-Contact,exemtech,peed,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5376,Comprehensive Viva,EEC54501,0,0,0,4,0,Non-Contact,exemtech,peed,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5377,Industrial Training/Minor Project,EEC55901,0,0,0,4,0,Non-Contact,exemtech,peed,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5378,Seminar and Viva-voce on Industrial Training / Minor Project,EEC55401,0,0,0,2,0,Non-Contact,exemtech,peed,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5379,Dissertation – Part II,EEC55801,0,0,0,10,0,Non-Contact,exemtech,peed,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5380,Seminar and Viva-voce on Dissertation Part - II,EEC55402,0,0,0,10,0,Non-Contact,exemtech,peed,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5381,"Teaching Assignment Evaluation/Lab Development Works, etc.",EEC55001,0,0,0,5,0,Non-Contact,exemtech,peed,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5382,Dissertation Part - III,EEC56801,0,0,0,15,0,Non-Contact,exemtech,peed,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5383,Seminar on Dissertation Part – III,EEC56401,0,0,0,5,0,Non-Contact,exemtech,peed,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5384,Viva-voce on Dissertation – Part III,EEC56501,0,0,0,10,0,Non-Contact,exemtech,peed,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5385,"Teaching Assignment Evaluation/Lab Development Works, etc.",CSC56001,0,0,0,5,0,Non-Contact,exemtech,peed,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5386,Advanced Numerical Methods and Applied Statistics,AMC51109,4,0,0,8,4,Theory,exemtech,pse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5387,Project Management,MSC52104,3,0,0,6,3,Theory,exemtech,pse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5388,Advanced Control Systems,EEC51103,3,0,0,6,3,Theory,exemtech,pse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5389,Control and Instrumentation Lab,EEC51203,0,0,3,3,3,Practical,exemtech,pse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5390,Generalized Theory of Electrical Machines,EEC52104,3,0,0,6,3,Theory,exemtech,pse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5391,Instrumentation,EEC52105,3,0,0,6,3,Theory,exemtech,pse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5392,Design of Power Converters,EEC52106,3,0,0,6,3,Theory,exemtech,pse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5393,Electrical Machines Lab,EEC52203,0,0,3,3,3,Practical,exemtech,pse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5394,Power System Operation and Control,EEC53101,3,0,0,6,3,Theory,exemtech,pse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5395,Power Systems Lab,EEC53202,0,0,3,3,3,Practical,exemtech,pse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5396,Power System Transients,EEE53109,3,0,0,6,3,Theory,exemtech,pse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5397,Advanced Power Systems Protection,EEE53110,3,0,0,6,3,Theory,exemtech,pse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5398,Soft Computing Techniques,EEE53104,3,0,0,6,3,Theory,exemtech,pse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5399,Opto Electronics,EEE53105,3,0,0,6,3,Theory,exemtech,pse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5400,Power System Stability,EEE53111,3,0,0,6,3,Theory,exemtech,pse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5401,Data Communication and Management,EEE53112,3,0,0,6,3,Theory,exemtech,pse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5402,Microprocessor and Microcontroller,EEE53113,3,0,0,6,3,Theory,exemtech,pse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5403,Green Energy and Technology,EEE53114,3,0,0,6,3,Theory,exemtech,pse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5404,HVDC Transmission and FACTs,EEC54101,3,0,0,6,3,Theory,exemtech,pse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5405,Advanced Power Systems Lab,EEC54202,0,0,3,3,3,Practical,exemtech,pse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5406,Dissertation – Part I,EEC54802,0,0,0,10,0,Non-Contact,exemtech,pse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5407,Comprehensive Viva,EEC54502,0,0,0,4,0,Non-Contact,exemtech,pse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5408,Industrial Training/Minor Project,EEC55902,0,0,0,4,0,Non-Contact,exemtech,pse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5409,Seminar and Viva-voce on Industrial Training / Minor Project ,EEC55402,0,0,0,2,0,Non-Contact,exemtech,pse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5410,Dissertation – Part II,EEC55802,0,0,0,10,0,Non-Contact,exemtech,pse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5411,Seminar and Viva-voce on Dissertation Part - II,EEC55403,0,0,0,10,0,Non-Contact,exemtech,pse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5412,"Teaching Assignment Evaluation/Lab Development Works, etc.",EEC55002,0,0,0,5,0,Non-Contact,exemtech,pse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5413,Dissertation Part - III,EEC56802,0,0,0,15,0,Non-Contact,exemtech,pse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5414,Seminar on Dissertation Part – III,EEC56402,0,0,0,5,0,Non-Contact,exemtech,pse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5415,Viva-voce on Dissertation – Part III,EEC56502,0,0,0,10,0,Non-Contact,exemtech,pse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5416,"Teaching Assignment Evaluation/Lab Development Works, etc.",CSC56002,0,0,0,5,0,Non-Contact,exemtech,pse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5417,Mathematical methods in Chemical Engineering,CHH15101,3,1,0,7,4,Theory,honour,ce,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5418,Modeling and Simulation,CHH16101,3,1,0,7,4,Theory,honour,ce,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5419,Modeling & Simulation Lab,CHH16201,0,0,2,2,2,Practical,honour,ce,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5420,Fluidization Engineering,CHH17101,3,0,0,6,3,Theory,honour,ce,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5421,Polymer Science and Technology,CHH17102,3,0,0,6,3,Theory,honour,ce,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5422,Process Integration,CHH17103,3,0,0,6,3,Theory,honour,ce,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5423,Advance Chemical Engineering Lab,CHH17201,0,0,3,3,3,Practical,honour,ce,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5424,Computational Fluid Dynamics,CHH18101,3,1,0,7,4,Theory,honour,ce,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5425,Process Optimization,CHH18102,3,1,0,7,4,Theory,honour,ce,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5426,Applied Catalysis,CHH18103,3,1,0,7,4,Theory,honour,ce,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5427,Mathematical methods in Chemical Engineering,CHH15101,3,1,0,7,4,Theory,honour,ce,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5428,Fundamentals of Multiphase Flow,CHH16101,3,1,0,7,4,Theory,honour,ce,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5429,Fluidization Engineering,CHH17101,3,1,0,7,4,Theory,honour,ce,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5430,Polymer Science and Technology,CHH17102,3,1,0,7,4,Theory,honour,ce,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5431,Process Integration,CHH17103,3,1,0,7,4,Theory,honour,ce,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5432,Modeling and Simulation,CHH17104,3,1,0,7,4,Theory,honour,ce,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5433,Advance Chemical Engineering lab,CHH17203,0,0,3,3,3,Practical,honour,ce,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5434,Computational Fluid Dynamics,CHH18101,3,1,0,7,4,Theory,honour,ce,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5435,Interfacial Phenomena and Microfluidics,CHH18102,3,1,0,7,4,Theory,honour,ce,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5436,Applied Catalysis,CHH18103,3,1,0,7,4,Theory,honour,ce,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5437,Rock Mechanics,CEH15101,3,0,0,6,3,Theory,honour,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5438,Advanced Open Channel Flow Sessional,CEH15701,2,0,0,4,2,Sessional,honour,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5439,Estimation and Costing Practical,CEH15201,0,0,1,1,1,Practical,honour,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5440,Computer Aided Design for Civil Engineering,CEH16101,3,0,0,6,3,Theory,honour,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5441,Design of Concrete Structure II Sessional,CEH16701,2,0,0,4,2,Sessional,honour,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5442,In-situ Soil Testing Practical,CEH16201,0,0,1,1,1,Practical,honour,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5443,Bridge Engineering,CEH17101,3,0,0,6,3,Theory,honour,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5444,Ground Water Hydrology and Modelling ,CEH17102,3,0,0,6,3,Theory,honour,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5445,Machine Foundation,CEH17103,3,0,0,6,3,Theory,honour,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5446,Solid Waste Management,CEH17104,3,0,0,6,3,Theory,honour,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5447,Foundation Design Sessional ,CEH17701,2,0,0,4,2,Sessional,honour,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5448,Air and Noise Pollution,CEH18101,3,0,0,6,3,Theory,honour,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5449,Earthquake Resistant Design of Buildings,CEH18102,3,0,0,6,3,Theory,honour,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5450,Transport Planning and Management,CEH18103,3,0,0,6,3,Theory,honour,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5451,Remote Sensing and GIS,CEH18104,3,0,0,6,3,Theory,honour,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5452,Traffic Design Sessional,CEH18701,2,0,0,4,2,Sessional,honour,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5453,Air and Noise Pollution Practical,CEH18201,0,0,1,1,1,Practical,honour,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5454,Advanced Algorithms,CSH15101,3,0,0,6,3,Theory,honour,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5455,Advanced Algorithms Lab,CSH15201,0,0,2,2,2,Practical,honour,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5456,Computer Graphics,CSH16101,3,0,0,6,3,Theory,honour,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5457,Computer Graphics Lab,CSH16201,0,0,2,2,2,Practical,honour,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5458,Cryptography,CSH17101,3,0,0,6,3,Theory,honour,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5459,Cryptography Lab,CSH17201,0,0,2,2,2,Practical,honour,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5460,Information Retrieval,CSH18101,3,0,0,6,3,Theory,honour,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5461,Advanced Algorithms,CSH15101,3,0,0,6,3,Theory,honour,cse+cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5462,Advanced Algorithms Lab,CSH15201,0,0,2,2,2,Practical,honour,cse+cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5463,Computer Graphics,CSH16101,3,0,0,6,3,Theory,honour,cse+cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5464,Computer Graphics Lab,CSH16201,0,0,2,2,2,Practical,honour,cse+cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5465,Cryptography,CSH17101,3,0,0,6,3,Theory,honour,cse+cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
5466,Cryptography Lab,CSH17201,0,0,2,2,2,Practical,honour,cse+cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
