sub_name,sub_code,lecture,tutorial,practical,credit_hours,contact_hours,sub_type,course_id,branch_id,wef_year,wef_session,remarks
Algorithm Design & Analysis Lab,CSC14202,0,0,3,3,3,Practical,b.tech,cse,2019-2020,Monsoon,
Computer Organization Lab,CSC14204,0,0,3,3,3,Practical,b.tech,cse,2019-2020,Monsoon,
Composite Viva-Voce,CSC14501,0,0,0,4,0,Non-Contact,b.tech,cse,2019-2020,Monsoon,
Co-Curricular Activities,SWC14701,0,0,0,3,0,Non-Contact,b.tech,cse,2019-2020,Monsoon,
Combinatorics & Graph Theory,CSC15101,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
Operating Systems,CSC15102,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
Computer Networks,CSC15106,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
Computer Architecture,CSC15107,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
Operating Systems Lab,CSC15202,0,0,2,2,2,Practical,b.tech,cse,2019-2020,Monsoon,
Computer Networks Lab,CSC15206,0,0,2,2,2,Practical,b.tech,cse,2019-2020,Monsoon,
Project,CSC15801,0,0,4,4,4,Practical,b.tech,cse,2019-2020,Monsoon,
Artificial Intelligence,CSC16101,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
Database Management Systems,CSC16105,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
Compiler Design,CSC16106,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
Managerial Economics,MSR14151,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
Database Management Systems Lab,CSC16205,0,0,2,2,2,Practical,b.tech,cse,2019-2020,Monsoon,
Compiler Design Lab,CSC16206,0,0,2,2,2,Practical,b.tech,cse,2019-2020,Monsoon,
Composite Viva Voce,CSC16501,0,0,0,4,0,Non-Contact,b.tech,cse,2019-2020,Monsoon,
Project,CSC16801,0,0,4,4,4,Practical,b.tech,cse,2019-2020,Monsoon,
Parallel & Distributed Computing,CSC17102,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
Software Engineering,CSC17103,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
Image Processing,CSE17101,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
Complexity Theory,CSE17112,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
Computational Number Theory,CSE17113,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
Functional & Logic Programming,CSE17103,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
Object Oriented Data Modeling,CSE17104,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
Information and Coding Theory,CSE17105,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
Pattern Recognition,CSE17107,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
Advanced Compilers,CSE17108,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
Data Mining,CSE17109,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
Computational Geometry,CSE17110,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
Evolutionary Computation,CSE17111,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
Image Processing,CSE17101,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
Complexity Theory,CSE17112,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
Computational Number Theory,CSE17113,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
Functional & Logic Programming,CSE17103,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
Object Oriented Data Modeling,CSE17104,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
Information and Coding Theory,CSE17105,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
Pattern Recognition,CSE17107,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
Advanced Compilers,CSE17108,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
Data Mining,CSE17109,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
Computational Geometry,CSE17110,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
Evolutionary Computation,CSE17111,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
Parallel & Distributed Computing Lab,CSC17202,0,0,2,2,2,Practical,b.tech,cse,2019-2020,Monsoon,
Software Engineering Lab,CSC17203,0,0,2,2,2,Practical,b.tech,cse,2019-2020,Monsoon,
Vacational Training,CSC17001,0,0,0,5,0,Non-Contact,b.tech,cse,2019-2020,Monsoon,
Project,CSC17801,0,0,6,6,6,Practical,b.tech,cse,2019-2020,Monsoon,
test1,test1,3,1,0,7,4,Theory,b.tech,cse,2019-2020,Monsoon,
Wireless & Mobile Communication,CSC18103,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
Digital System Testing and Testable Design,CSE18101,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
Quantum Computing,CSE18112,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
Multimedia Systems,CSE18113,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
VLSI Design and Testing,CSE18114,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
Intrusion Detection Systems,CSE18115,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
Data Analytics,CSE18116,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
Soft Computing,CSE18102,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
Computational Biology,CSE18103,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
Distributed Operating Systems,CSE18106,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
Public Key Infrastructure and Trust Management,CSE18107,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
Computer Vision,CSE18108,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
Internet Technology,CSE18109,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
Fault Tolerant Computing Systems,CSE18110,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
E-Commerce Technologies,CSE18111,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
Digital System Testing and Testable Design,CSE18101,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
Quantum Computing,CSE18112,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
Multimedia Systems,CSE18113,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
VLSI Design and Testing,CSE18114,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
Intrusion Detection Systems,CSE18115,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
Data Analytics,CSE18116,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
Soft Computing,CSE18102,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
Computational Biology,CSE18103,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
Distributed Operating Systems,CSE18106,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
Public Key Infrastructure and Trust Management,CSE18107,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
Computer Vision,CSE18108,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
Internet Technology,CSE18109,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
Fault Tolerant Computing Systems,CSE18110,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
E-Commerce Technologies,CSE18111,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
Digital System Testing and Testable Design,CSE18101,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
Quantum Computing,CSE18112,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
Multimedia Systems,CSE18113,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
VLSI Design and Testing,CSE18114,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
Intrusion Detection Systems,CSE18115,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
Data Analytics,CSE18116,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
Soft Computing,CSE18102,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
Computational Biology,CSE18103,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
Distributed Operating Systems,CSE18106,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
Public Key Infrastructure and Trust Management,CSE18107,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
Computer Vision,CSE18108,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
Internet Technology,CSE18109,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
Fault Tolerant Computing Systems,CSE18110,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
E-Commerce Technologies,CSE18111,3,0,0,6,3,Theory,b.tech,cse,2019-2020,Monsoon,
Wireless & Mobile Communication Lab,CSC18203,0,0,2,2,2,Practical,b.tech,cse,2019-2020,Monsoon,
Composite Viva Voce,CSC18502,0,0,0,4,0,Non-Contact,b.tech,cse,2019-2020,Monsoon,
Project,CSC18801,0,0,6,6,6,Practical,b.tech,cse,2019-2020,Monsoon,
Electronic Devices,ECC13101,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Digital Circuits,ECC13102,3,1,0,7,4,Theory,b.tech,ece,2019-2020,Monsoon,
Network Theory & Filter Design,ECC13103,3,1,0,7,4,Theory,b.tech,ece,2019-2020,Monsoon,
Methods of Applied Mathematics - I ,AMR13101,3,1,0,7,4,Theory,b.tech,ece,2019-2020,Monsoon,
Data Structures,CSR13101,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Electronic Devices Lab,ECC13201,0,0,3,3,3,Practical,b.tech,ece,2019-2020,Monsoon,
Digital Circuits Lab,ECC13202,0,0,3,3,3,Practical,b.tech,ece,2019-2020,Monsoon,
Network Theory & Filter Design Lab,ECC13203,0,0,3,3,3,Practical,b.tech,ece,2019-2020,Monsoon,
Project and Seminar,ECC13801,0,0,2,2,2,Practical,b.tech,ece,2019-2020,Monsoon,
Analog Circuits,ECC14101,3,1,0,7,4,Theory,b.tech,ece,2019-2020,Monsoon,
CCA (Co-curricular Activities),SWC14701,0,0,0,3,0,Non-Contact,b.tech,ece,2019-2020,Monsoon,
Signals & Systems,ECC14102,3,1,0,7,4,Theory,b.tech,ece,2019-2020,Monsoon,
Electronic Instrumentation & Measurements ,ECC14103,3,1,0,7,4,Theory,b.tech,ece,2019-2020,Monsoon,
Managerial Economics,MSR14151,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Numerical & Statistical Methods,AMR14101,3,1,0,7,4,Theory,b.tech,ece,2019-2020,Monsoon,
Analog Circuits Lab,ECC14201,0,0,3,3,3,Practical,b.tech,ece,2019-2020,Monsoon,
Electronic Instrumentation & Measurements Lab,ECC14202,0,0,3,3,3,Practical,b.tech,ece,2019-2020,Monsoon,
Project and Seminar,ECC14801,0,0,2,2,2,Practical,b.tech,ece,2019-2020,Monsoon,
Composite Viva-voce,ECC14501,0,0,0,4,0,Non-Contact,b.tech,ece,2019-2020,Monsoon,
Control Systems,ECC15101,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Project and Seminar,ECC15801,0,0,4,4,4,Practical,b.tech,ece,2019-2020,Monsoon,
Microprocessors,ECC15102,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Analog Communication,ECC15103,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Digital Signal Processing,ECC15104,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Electromagnetic Theory ,ECC15105,3,1,0,7,4,Theory,b.tech,ece,2019-2020,Monsoon,
Control Systems Lab,ECC15201,0,0,2,2,2,Practical,b.tech,ece,2019-2020,Monsoon,
Microprocessors Lab,ECC15202,0,0,2,2,2,Practical,b.tech,ece,2019-2020,Monsoon,
Analog Communication Lab,ECC15203,0,0,3,3,3,Practical,b.tech,ece,2019-2020,Monsoon,
DSP Lab,ECC15204,0,0,3,3,3,Practical,b.tech,ece,2019-2020,Monsoon,
Digital Communication,ECC16101,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Project and Seminar,ECC16801,0,0,4,4,4,Practical,b.tech,ece,2019-2020,Monsoon,
Composite Viva-voce,ECC16501,0,0,0,4,0,Non-Contact,b.tech,ece,2019-2020,Monsoon,
Embedded Systems,ECC16102,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Power Electronics,ECC16103,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Microelectronics & VLSI,ECC16104,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Computer Networks,CSR16102,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Digital Communication Lab,ECC16201,0,0,3,3,3,Practical,b.tech,ece,2019-2020,Monsoon,
Embedded System Lab,ECC16202,0,0,3,3,3,Practical,b.tech,ece,2019-2020,Monsoon,
Power Electronics Lab,ECC16203,0,0,2,2,2,Practical,b.tech,ece,2019-2020,Monsoon,
VLSI Design Lab,ECC16204,0,0,3,3,3,Practical,b.tech,ece,2019-2020,Monsoon,
Optical Communication,ECC17101,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Microwave and Antenna,ECC17102,4,0,0,8,4,Theory,b.tech,ece,2019-2020,Monsoon,
Wireless Communications,ECC17103,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Optical Communication Lab,ECC17201,0,0,3,3,3,Practical,b.tech,ece,2019-2020,Monsoon,
Microwave and Antenna Lab,ECC17202,0,0,3,3,3,Practical,b.tech,ece,2019-2020,Monsoon,
Project & Seminar,ECC17801,0,0,6,6,6,Practical,b.tech,ece,2019-2020,Monsoon,
Vocational Training,ECC17001,0,0,0,5,0,Non-Contact,b.tech,ece,2019-2020,Monsoon,
Radar & TV Engineering,ECE17101,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Detection and Estimation Theory,ECE17110,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Mine Electronics & Instrumentation,ECE17111,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Operating Systems,ECE17112,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Information Theory & Coding,ECE17113,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Data Based Management Systems,ECE17114,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Cryptography & Network Security,ECE17102,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Soft Computing Methods,ECE17103,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Digital Speech Processing,ECE17104,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Antenna,ECE17105,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Remote Sensing,ECE17106,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Mathematical Tools for Electronics,ECE17107,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Digital Signal Processing Architecture,ECE17108,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Device Modeling & Simulation,ECE17109,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Radar & TV Engineering,ECE17101,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Detection and Estimation Theory,ECE17110,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Mine Electronics & Instrumentation,ECE17111,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Operating Systems,ECE17112,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Information Theory & Coding,ECE17113,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Data Based Management Systems,ECE17114,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Cryptography & Network Security,ECE17102,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Soft Computing Methods,ECE17103,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Digital Speech Processing,ECE17104,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Antenna,ECE17105,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Remote Sensing,ECE17106,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Mathematical Tools for Electronics,ECE17107,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Digital Signal Processing Architecture,ECE17108,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Device Modeling & Simulation,ECE17109,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Analog Integrated Circuits,ECC18101,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Telecommunication Switching System,ECC18102,3,1,0,7,4,Theory,b.tech,ece,2019-2020,Monsoon,
Analog Integrated Circuits Lab,ECC18201,0,0,3,3,3,Practical,b.tech,ece,2019-2020,Monsoon,
Telecommunication & Switching System Lab,ECC18202,0,0,3,3,3,Practical,b.tech,ece,2019-2020,Monsoon,
Project & Seminar,ECC18801,0,0,6,6,6,Practical,b.tech,ece,2019-2020,Monsoon,
Composite Viva-voce,ECC18501,0,0,0,4,0,Non-Contact,b.tech,ece,2019-2020,Monsoon,
Digital Image Processing,ECE18101,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Fiber Optic Sensors,ECE18110,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Biomedical Instrumentation,ECE18111,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Advanced Signal Processing,ECE18112,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Optical Networks,ECE18113,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Nanoelectronics,ECE18114,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
"VLSI Design	",ECE18102,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Filter Design & Synthesis,ECE18103,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Satellite Communication,ECE18104,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
EMI/EMC,ECE18105,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Opto-electronic Devices,ECE18106,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Optical Instrumentation & Measurement,ECE18107,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Optical Network Security,ECE18108,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Digital System Design,ECE18109,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Digital Image Processing,ECE18101,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Fiber Optic Sensors,ECE18110,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Biomedical Instrumentation,ECE18111,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Advanced Signal Processing,ECE18112,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Optical Networks,ECE18113,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Nanoelectronics,ECE18114,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
"VLSI Design	",ECE18102,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Filter Design & Synthesis,ECE18103,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Satellite Communication,ECE18104,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
EMI/EMC,ECE18105,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Opto-electronic Devices,ECE18106,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Optical Instrumentation & Measurement,ECE18107,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Optical Network Security,ECE18108,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Digital System Design,ECE18109,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Electronic Devices,ECC13101,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Digital Circuits,ECC13102,3,1,0,7,4,Theory,b.tech,ece,2019-2020,Monsoon,
Network Theory & Filter Design,ECC13103,3,1,0,7,4,Theory,b.tech,ece,2019-2020,Monsoon,
Methods of Applied Mathematics - I,AMR13101,3,1,0,7,4,Theory,b.tech,ece,2019-2020,Monsoon,
Data Structures,CSR13101,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Electronic Devices Lab,ECC13201,0,0,3,3,3,Practical,b.tech,ece,2019-2020,Monsoon,
Digital Circuits Lab,ECC13202,0,0,3,3,3,Practical,b.tech,ece,2019-2020,Monsoon,
Network Theory & Filter Design Lab,ECC13203,0,0,3,3,3,Practical,b.tech,ece,2019-2020,Monsoon,
Project and Seminar,ECC13801,0,0,2,2,2,Practical,b.tech,ece,2019-2020,Monsoon,
Analog Circuits,ECC14101,3,1,0,7,4,Theory,b.tech,ece,2019-2020,Monsoon,
CCA (Co-curricular Activities),SWC14701,0,0,0,3,0,Non-Contact,b.tech,ece,2019-2020,Monsoon,
Signals & Systems,ECC14102,3,1,0,7,4,Theory,b.tech,ece,2019-2020,Monsoon,
Electronic Instrumentation & Measurements ,ECC14103,3,1,0,7,4,Theory,b.tech,ece,2019-2020,Monsoon,
Managerial Economics,MSR14151,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Numerical & Statistical Methods,AMR14101,3,1,0,7,4,Theory,b.tech,ece,2019-2020,Monsoon,
Analog Circuits Lab,ECC14201,0,0,3,3,3,Practical,b.tech,ece,2019-2020,Monsoon,
Electronic Instrumentation & Measurements Lab,ECC14202,0,0,3,3,3,Practical,b.tech,ece,2019-2020,Monsoon,
Project and Seminar,ECC14801,0,0,2,2,2,Practical,b.tech,ece,2019-2020,Monsoon,
Composite Viva-voce,ECC14501,0,0,0,4,0,Non-Contact,b.tech,ece,2019-2020,Monsoon,
Microprocessors,ECC15101,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Analog Communication,ECC15102,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Control Systems,ECC15103,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Electromagnetic Theory,ECC15104,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Microprocessors Lab,ECC15201,0,0,3,3,3,Practical,b.tech,ece,2019-2020,Monsoon,
Analog Communication Lab,ECC15202,0,0,3,3,3,Practical,b.tech,ece,2019-2020,Monsoon,
Project and Seminar,ECC15801,0,0,4,4,4,Practical,b.tech,ece,2019-2020,Monsoon,
Digital Communication,ECC16101,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Embedded Systems,ECC16102,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Microelectronics & VLSI,ECC16103,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Computer Networks,ECC16104,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Digital Communication Lab,ECC16201,0,0,3,3,3,Practical,b.tech,ece,2019-2020,Monsoon,
Embedded System Lab,ECC16202,0,0,3,3,3,Practical,b.tech,ece,2019-2020,Monsoon,
Project and Seminar,ECC16801,0,0,4,4,4,Practical,b.tech,ece,2019-2020,Monsoon,
Composite Viva-voce,ECC16501,0,0,0,4,0,Non-Contact,b.tech,ece,2019-2020,Monsoon,
Optical Communication,ECC17101,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
RF &Microwave Engineering,ECC17102,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Optical Communication Lab,ECC17201,0,0,2,2,2,Practical,b.tech,ece,2019-2020,Monsoon,
RF & Microwave Engineering Lab,ECC17202,0,0,2,2,2,Practical,b.tech,ece,2019-2020,Monsoon,
Project & Seminar,ECC17801,0,0,0,6,6,Non-Contact,b.tech,ece,2019-2020,Monsoon,
Vocational Training,ECC17001,0,0,0,5,0,Non-Contact,b.tech,ece,2019-2020,Monsoon,
EMI/EMC,ECE17101,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Device Modeling & Simulation,ECE17102,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Operating Systems,ECE17103,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Information Theory & Coding,ECE17104,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Database Management Systems,ECE17105,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Power Electronics,ECE17106,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Digital Speech Processing,ECE17107,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Digital Signal Processor Architecture,ECE17108,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Digital Signal Processing,ECC15105,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
EMI/EMC,ECE17101,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Device Modeling & Simulation,ECE17102,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Operating Systems,ECE17103,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Information Theory & Coding,ECE17104,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Database Management Systems,ECE17105,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Power Electronics,ECE17106,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Digital Speech Processing,ECE17107,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Digital Signal Processor Architecture,ECE17108,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Digital Signal Processing,ECC15105,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Analog Integrated Circuits,ECC18101,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Analog Integrated Circuits lab,ECC18201,0,0,2,2,2,Practical,b.tech,ece,2019-2020,Monsoon,
Project & Seminar,ECC18801,0,0,6,6,6,Practical,b.tech,ece,2019-2020,Monsoon,
Composite Viva-voce,ECC18501,0,0,0,4,0,Non-Contact,b.tech,ece,2019-2020,Monsoon,
Digital Image Processing,ECE18101,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Machine Learning,ECE18110,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
VLSI Design,ECE18102,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Filter Design & Synthesis,ECE18103,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Radar Engineering,ECE18104,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Opto-electronic Devices,ECE18105,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Digital System Design,ECE18106,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
Advanced Signal Processing,ECE18107,3,0,0,6,3,Theory,b.tech,ece,2019-2020,Monsoon,
